timestamp,distance_cm
25.03.01 12.35.45,11.90
25.03.01 12.35.46,7.78
25.03.01 12.35.47,7.66
25.03.01 12.35.48,7.81
25.03.01 12.35.49,10.58
25.03.01 12.35.50,12.49
25.03.01 12.35.51,9.14
25.03.01 12.35.52,
25.03.01 12.35.53,6.59
25.03.01 12.35.54,8.33
25.03.01 12.35.55,8.88
25.03.01 12.35.56,9.18
25.03.01 12.35.57,10.08
25.03.01 12.35.58,9.38
25.03.01 12.35.59,12.10
25.03.01 12.36.00,8.65
2025-03-01 12:36:01,8.28
25.03.01 12.36.02,10.96
25.03.01 12.36.03,6.93
25.03.01 12.36.04,10.78
25.03.01 12.36.05,10.21
25.03.01 12.36.06,9.71
25.03.01 12.36.07,13.18
25.03.01 12.36.08,8.76
25.03.01 12.36.09,14.12
25.03.01 12.36.10,9.55
25.03.01 12.36.11,7.45
25.03.01 12.36.12,10.14
25.03.01 12.36.13,7.85
25.03.01 12.36.14,8.50
25.03.01 12.36.15,10.79
25.03.01 12.36.16,11.11
25.03.01 12.36.17,8.76
25.03.01 12.36.18,11.97
25.03.01 12.36.19,12.32
25.03.01 12.36.20,12.87
25.03.01 12.36.21,11.06
25.03.01 12.36.22,12.73
25.03.01 12.36.23,6.24
25.03.01 12.36.24,9.36
25.03.01 12.36.25,8.27
25.03.01 12.36.26,10.24
25.03.01 12.36.27,8.86
25.03.01 12.36.28,9.67
25.03.01 12.36.29,13.76
25.03.01 12.36.30,9.66
25.03.01 12.36.31,10.83
25.03.01 12.36.32,9.54
25.03.01 12.36.33,10.15
25.03.01 12.36.34,10.01
25.03.01 12.36.35,10.90
25.03.01 12.36.36,12.33
25.03.01 12.36.37,13.29
25.03.01 12.36.38,10.62
25.03.01 12.36.39,11.18
25.03.01 12.36.40,7.70
25.03.01 12.36.41,9.82
25.03.01 12.36.42,11.88
25.03.01 12.36.43,11.73
25.03.01 12.36.44,10.42
25.03.01 12.36.45,11.77
25.03.01 12.36.46,10.98
25.03.01 12.36.47,12.40
25.03.01 12.36.48,10.58
25.03.01 12.36.49,9.29
25.03.01 12.36.50,10.67
25.03.01 12.36.51,
25.03.01 12.36.52,10.77
25.03.01 12.36.53,2.70
25.03.01 12.36.54,6.55
25.03.01 12.36.55,10.90
25.03.01 12.36.56,10.96
25.03.01 12.36.57,7.68
25.03.01 12.36.58,8.58
25.03.01 12.36.59,12.74
25.03.01 12.37.00,9.03
25.03.01 12.37.01,14.49
25.03.01 12.37.02,10.00
25.03.01 12.37.03,10.82
25.03.01 12.37.04,13.23
25.03.01 12.37.05,
25.03.01 12.37.06,8.00
25.03.01 12.37.07,9.78
25.03.01 12.37.08,9.93
25.03.01 12.37.09,7.27
25.03.01 12.37.10,9.49
25.03.01 12.37.11,8.52
25.03.01 12.37.12,11.85
25.03.01 12.37.13,10.07
25.03.01 12.37.14,9.43
25.03.01 12.37.15,9.79
25.03.01 12.37.16,10.45
25.03.01 12.37.17,11.23
25.03.01 12.37.18,8.00
25.03.01 12.37.19,7.92
25.03.01 12.37.20,12.21
25.03.01 12.37.21,9.18
25.03.01 12.37.22,7.17
25.03.01 12.37.23,10.89
25.03.01 12.37.24,10.93
25.03.01 12.37.25,6.94
25.03.01 12.37.26,10.46
25.03.01 12.37.27,11.47
25.03.01 12.37.28,10.75
25.03.01 12.37.29,11.26
25.03.01 12.37.30,7.19
25.03.01 12.37.31,10.66
25.03.01 12.37.32,9.39
25.03.01 12.37.33,9.03
25.03.01 12.37.34,11.74
25.03.01 12.37.35,12.96
25.03.01 12.37.36,13.59
25.03.01 12.37.37,12.63
25.03.01 12.37.38,9.78
25.03.01 12.37.39,10.71
25.03.01 12.37.40,11.53
25.03.01 12.37.41,10.24
25.03.01 12.37.42,10.26
25.03.01 12.37.43,11.65
2025-03-01 12:37:44,9.88
25.03.01 12.37.45,8.54
25.03.01 12.37.46,9.17
25.03.01 12.37.47,11.27
25.03.01 12.37.48,10.01
25.03.01 12.37.49,10.68
25.03.01 12.37.50,11.34
25.03.01 12.37.51,9.25
25.03.01 12.37.52,11.51
25.03.01 12.37.53,10.76
25.03.01 12.37.54,7.53
25.03.01 12.37.55,12.88
25.03.01 12.37.56,9.00
25.03.01 12.37.57,6.69
25.03.01 12.37.58,7.91
25.03.01 12.37.59,7.96
25.03.01 12.38.00,10.10
25.03.01 12.38.01,9.45
25.03.01 12.38.02,9.33
25.03.01 12.38.03,11.24
25.03.01 12.38.04,10.68
25.03.01 12.38.05,10.63
25.03.01 12.38.06,10.82
25.03.01 12.38.07,11.23
25.03.01 12.38.08,5.78
25.03.01 12.38.09,9.27
25.03.01 12.38.10,5.64
25.03.01 12.38.11,10.07
25.03.01 12.38.12,9.99
25.03.01 12.38.13,12.09
25.03.01 12.38.14,12.38
25.03.01 12.38.15,10.41
25.03.01 12.38.16,9.00
25.03.01 12.38.17,10.97
25.03.01 12.38.18,8.94
25.03.01 12.38.19,10.00
25.03.01 12.38.20,11.97
25.03.01 12.38.22,11.61
25.03.01 12.38.23,11.35
25.03.01 12.38.24,8.09
25.03.01 12.38.25,11.95
25.03.01 12.38.26,11.40
25.03.01 12.38.27,10.20
25.03.01 12.38.28,8.48
25.03.01 12.38.29,8.28
25.03.01 12.38.30,8.92
25.03.01 12.38.31,11.09
25.03.01 12.38.32,8.09
25.03.01 12.38.33,10.88
25.03.01 12.38.34,7.52
25.03.01 12.38.35,9.59
25.03.01 12.38.36,10.22
25.03.01 12.38.37,14.89
25.03.01 12.38.38,7.25
25.03.01 12.38.39,12.94
25.03.01 12.38.40,10.30
25.03.01 12.38.41,10.82
25.03.01 12.38.42,10.24
25.03.01 12.38.43,10.89
25.03.01 12.38.44,9.69
25.03.01 12.38.45,12.91
25.03.01 12.38.46,9.09
25.03.01 12.38.47,12.26
25.03.01 12.38.48,8.71
25.03.01 12.38.49,9.88
25.03.01 12.38.50,7.86
25.03.01 12.38.51,10.91
25.03.01 12.38.52,12.89
25.03.01 12.38.53,9.85
25.03.01 12.38.54,9.61
25.03.01 12.38.55,7.77
25.03.01 12.38.56,9.54
25.03.01 12.38.57,6.81
25.03.01 12.38.58,8.17
25.03.01 12.38.59,10.45
25.03.01 12.39.00,12.64
25.03.01 12.39.01,15.62
25.03.01 12.39.02,8.83
25.03.01 12.39.03,12.87
25.03.01 12.39.04,10.49
25.03.01 12.39.05,9.70
25.03.01 12.39.06,10.87
25.03.01 12.39.07,10.12
25.03.01 12.39.08,10.22
25.03.01 12.39.09,9.18
25.03.01 12.39.10,7.20
25.03.01 12.39.11,6.91
25.03.01 12.39.12,11.31
25.03.01 12.39.13,9.45
25.03.01 12.39.14,8.81
25.03.01 12.39.15,10.02
25.03.01 12.39.16,11.59
25.03.01 12.39.17,10.36
25.03.01 12.39.18,8.69
25.03.01 12.39.19,12.45
25.03.01 12.39.20,13.16
25.03.01 12.39.21,10.99
25.03.01 12.39.22,11.95
25.03.01 12.39.23,12.48
25.03.01 12.39.24,12.26
25.03.01 12.39.25,11.23
25.03.01 12.39.26,11.20
25.03.01 12.39.27,11.04
25.03.01 12.39.28,7.81
25.03.01 12.39.29,11.40
25.03.01 12.39.30,7.29
25.03.01 12.39.31,8.41
25.03.01 12.39.32,12.61
25.03.01 12.39.33,11.68
25.03.01 12.39.34,12.97
25.03.01 12.39.35,9.46
25.03.01 12.39.36,7.70
25.03.01 12.39.37,9.52
25.03.01 12.39.38,10.20
25.03.01 12.39.39,10.16
25.03.01 12.39.40,12.27
25.03.01 12.39.41,9.28
25.03.01 12.39.42,10.70
25.03.01 12.39.43,8.02
25.03.01 12.39.44,10.90
25.03.01 12.39.45,10.01
25.03.01 12.39.46,8.50
25.03.01 12.39.47,9.53
25.03.01 12.39.48,9.63
25.03.01 12.39.49,9.46
25.03.01 12.39.50,13.54
25.03.01 12.39.51,9.80
25.03.01 12.39.52,9.51
25.03.01 12.39.53,5.81
25.03.01 12.39.54,8.21
25.03.01 12.39.55,9.47
25.03.01 12.39.56,8.63
25.03.01 12.39.57,12.76
25.03.01 12.39.58,9.67
25.03.01 12.39.59,12.58
25.03.01 12.40.00,10.12
25.03.01 12.40.01,10.07
25.03.01 12.40.02,9.82
25.03.01 12.40.03,10.01
25.03.01 12.40.04,13.44
25.03.01 12.40.05,5.36
25.03.01 12.40.06,6.00
25.03.01 12.40.07,8.91
25.03.01 12.40.08,10.03
25.03.01 12.40.09,11.38
25.03.01 12.40.10,10.95
25.03.01 12.40.11,9.23
25.03.01 12.40.12,12.04
25.03.01 12.40.13,12.06
25.03.01 12.40.14,10.37
25.03.01 12.40.15,11.93
25.03.01 12.40.16,10.55
25.03.01 12.40.17,8.88
25.03.01 12.40.18,11.40
25.03.01 12.40.19,10.22
25.03.01 12.40.20,10.00
25.03.01 12.40.21,12.95
25.03.01 12.40.22,5.10
25.03.01 12.40.23,7.16
25.03.01 12.40.24,7.63
25.03.01 12.40.25,9.27
25.03.01 12.40.26,9.49
25.03.01 12.40.27,6.99
25.03.01 12.40.28,8.03
25.03.01 12.40.29,8.28
25.03.01 12.40.30,14.91
25.03.01 12.40.31,13.60
25.03.01 12.40.32,9.18
25.03.01 12.40.33,9.27
25.03.01 12.40.34,7.70
25.03.01 12.40.35,6.18
25.03.01 12.40.36,9.77
25.03.01 12.40.37,8.00
25.03.01 12.40.38,9.83
25.03.01 12.40.39,6.80
25.03.01 12.40.40,8.48
25.03.01 12.40.41,10.30
25.03.01 12.40.42,10.73
25.03.01 12.40.43,10.83
25.03.01 12.40.44,7.36
25.03.01 12.40.45,11.71
25.03.01 12.40.46,8.40
25.03.01 12.40.47,11.27
25.03.01 12.40.48,9.98
25.03.01 12.40.49,7.25
25.03.01 12.40.50,9.37
25.03.01 12.40.51,10.73
25.03.01 12.40.52,11.23
25.03.01 12.40.53,9.72
25.03.01 12.40.54,13.06
25.03.01 12.40.55,12.02
25.03.01 12.40.56,9.49
25.03.01 12.40.57,11.50
25.03.01 12.40.58,13.87
25.03.01 12.40.59,13.92
25.03.01 12.41.00,7.54
25.03.01 12.41.01,8.15
25.03.01 12.41.02,12.97
25.03.01 12.41.03,7.88
25.03.01 12.41.04,7.35
25.03.01 12.41.05,9.03
25.03.01 12.41.06,10.84
25.03.01 12.41.07,9.80
25.03.01 12.41.08,8.70
25.03.01 12.41.09,8.65
25.03.01 12.41.10,8.58
25.03.01 12.41.11,8.24
25.03.01 12.41.12,14.56
25.03.01 12.41.13,10.60
25.03.01 12.41.14,11.77
25.03.01 12.41.15,9.02
25.03.01 12.41.16,9.63
25.03.01 12.41.17,8.57
25.03.01 12.41.18,4.70
25.03.01 12.41.19,7.24
25.03.01 12.41.20,6.38
25.03.01 12.41.21,5.50
25.03.01 12.41.22,7.61
25.03.01 12.41.23,12.65
25.03.01 12.41.24,9.91
25.03.01 12.41.26,
25.03.01 12.41.27,11.57
25.03.01 12.41.28,8.20
25.03.01 12.41.29,11.05
25.03.01 12.41.30,11.46
25.03.01 12.41.31,8.85
25.03.01 12.41.32,11.12
25.03.01 12.41.33,11.13
25.03.01 12.41.34,8.90
25.03.01 12.41.35,7.75
25.03.01 12.41.36,7.63
25.03.01 12.41.37,10.17
25.03.01 12.41.38,10.65
25.03.01 12.41.39,8.41
25.03.01 12.41.40,10.05
25.03.01 12.41.41,11.14
25.03.01 12.41.42,11.24
25.03.01 12.41.43,13.10
25.03.01 12.41.44,12.55
25.03.01 12.41.45,8.00
25.03.01 12.41.46,13.37
25.03.01 12.41.47,8.94
25.03.01 12.41.48,12.09
25.03.01 12.41.49,10.14
25.03.01 12.41.50,9.18
25.03.01 12.41.51,6.38
25.03.01 12.41.52,9.66
25.03.01 12.41.53,6.88
25.03.01 12.41.54,11.93
25.03.01 12.41.55,13.03
25.03.01 12.41.56,8.41
25.03.01 12.41.57,10.60
25.03.01 12.41.58,8.55
25.03.01 12.41.59,8.74
25.03.01 12.42.00,11.55
25.03.01 12.42.01,9.92
25.03.01 12.42.02,13.48
25.03.01 12.42.03,9.04
25.03.01 12.42.04,12.00
25.03.01 12.42.05,10.19
25.03.01 12.42.06,11.59
25.03.01 12.42.07,9.11
25.03.01 12.42.08,9.90
25.03.01 12.42.09,9.77
25.03.01 12.42.10,8.33
25.03.01 12.42.11,11.32
25.03.01 12.42.12,11.30
25.03.01 12.42.13,11.19
25.03.01 12.42.14,13.07
25.03.01 12.42.15,12.90
25.03.01 12.42.16,9.25
25.03.01 12.42.17,10.75
25.03.01 12.42.18,8.75
25.03.01 12.42.19,10.05
25.03.01 12.42.20,8.80
25.03.01 12.42.21,13.24
25.03.01 12.42.22,10.73
25.03.01 12.42.23,9.56
25.03.01 12.42.24,12.39
25.03.01 12.42.25,5.66
25.03.01 12.42.26,5.97
25.03.01 12.42.27,11.59
25.03.01 12.42.28,10.12
25.03.01 12.42.29,10.50
25.03.01 12.42.30,7.35
25.03.01 12.42.31,9.95
25.03.01 12.42.32,14.01
25.03.01 12.42.33,11.65
25.03.01 12.42.34,10.34
25.03.01 12.42.35,9.12
25.03.01 12.42.36,9.21
25.03.01 12.42.37,5.74
25.03.01 12.42.38,10.52
25.03.01 12.42.39,11.69
25.03.01 12.42.40,6.85
25.03.01 12.42.41,8.68
25.03.01 12.42.42,7.69
25.03.01 12.42.43,8.07
25.03.01 12.42.44,10.11
25.03.01 12.42.45,5.83
25.03.01 12.42.46,11.23
25.03.01 12.42.47,11.51
25.03.01 12.42.48,9.50
25.03.01 12.42.49,5.04
25.03.01 12.42.50,8.01
25.03.01 12.42.51,12.47
25.03.01 12.42.52,4.44
25.03.01 12.42.53,9.30
25.03.01 12.42.54,7.64
25.03.01 12.42.55,11.61
25.03.01 12.42.56,8.65
25.03.01 12.42.57,10.81
25.03.01 12.42.58,11.13
25.03.01 12.42.59,13.67
25.03.01 12.43.00,9.59
25.03.01 12.43.01,10.75
25.03.01 12.43.02,7.03
25.03.01 12.43.03,12.38
25.03.01 12.43.04,8.48
25.03.01 12.43.05,8.88
25.03.01 12.43.06,9.96
25.03.01 12.43.07,6.87
25.03.01 12.43.08,10.46
25.03.01 12.43.09,11.93
25.03.01 12.43.10,10.59
25.03.01 12.43.11,6.82
25.03.01 12.43.12,9.75
25.03.01 12.43.13,11.48
25.03.01 12.43.14,6.24
25.03.01 12.43.15,7.85
25.03.01 12.43.16,11.75
25.03.01 12.43.17,10.54
25.03.01 12.43.18,10.82
25.03.01 12.43.19,13.72
25.03.01 12.43.20,10.94
25.03.01 12.43.21,11.32
25.03.01 12.43.22,15.42
25.03.01 12.43.23,9.57
25.03.01 12.43.24,8.40
25.03.01 12.43.25,10.86
25.03.01 12.43.26,10.88
25.03.01 12.43.27,8.95
25.03.01 12.43.28,7.94
25.03.01 12.43.29,14.62
2025-03-01 12:43:30,10.65
25.03.01 12.43.31,8.54
25.03.01 12.43.32,11.83
25.03.01 12.43.33,9.78
25.03.01 12.43.34,9.49
25.03.01 12.43.35,11.12
25.03.01 12.43.36,7.42
2025-03-01 12:43:37,10.71
25.03.01 12.43.38,13.83
25.03.01 12.43.39,10.93
25.03.01 12.43.41,8.99
25.03.01 12.43.42,9.18
25.03.01 12.43.43,9.49
25.03.01 12.43.44,9.24
25.03.01 12.43.45,11.83
25.03.01 12.43.46,6.53
25.03.01 12.43.47,11.72
25.03.01 12.43.48,9.24
25.03.01 12.43.49,10.75
25.03.01 12.43.50,7.75
25.03.01 12.43.51,12.66
25.03.01 12.43.52,12.49
25.03.01 12.43.53,11.92
2025-03-01 12:43:54,6.97
25.03.01 12.43.55,11.66
25.03.01 12.43.56,10.81
25.03.01 12.43.57,6.79
25.03.01 12.43.58,9.95
25.03.01 12.43.59,10.73
25.03.01 12.44.00,11.11
25.03.01 12.44.01,10.35
25.03.01 12.44.02,10.58
25.03.01 12.44.03,12.95
25.03.01 12.44.04,12.45
25.03.01 12.44.05,4.27
25.03.01 12.44.06,9.37
25.03.01 12.44.07,9.67
25.03.01 12.44.08,6.50
25.03.01 12.44.09,10.19
25.03.01 12.44.10,12.50
25.03.01 12.44.11,7.83
25.03.01 12.44.12,10.67
25.03.01 12.44.13,8.17
25.03.01 12.44.14,8.66
25.03.01 12.44.15,12.95
25.03.01 12.44.16,8.91
25.03.01 12.44.17,10.92
25.03.01 12.44.18,6.26
25.03.01 12.44.19,13.72
25.03.01 12.44.20,11.21
25.03.01 12.44.21,9.64
25.03.01 12.44.22,11.15
25.03.01 12.44.23,7.18
25.03.01 12.44.24,12.37
25.03.01 12.44.25,9.35
25.03.01 12.44.26,9.59
25.03.01 12.44.27,9.02
25.03.01 12.44.28,8.84
25.03.01 12.44.29,11.39
25.03.01 12.44.30,10.51
25.03.01 12.44.31,11.30
25.03.01 12.44.32,9.98
25.03.01 12.44.33,11.03
25.03.01 12.44.34,9.16
25.03.01 19.58.13,6.86
25.03.01 19.58.14,12.52
25.03.01 19.58.15,12.74
25.03.01 19.58.16,8.30
25.03.01 19.58.17,14.46
25.03.01 19.58.18,11.99
25.03.01 19.58.19,11.94
25.03.01 19.58.20,10.06
25.03.01 19.58.21,9.57
25.03.01 19.58.22,9.58
25.03.01 19.58.23,10.78
25.03.01 19.58.24,12.80
25.03.01 19.58.25,10.36
25.03.01 19.58.26,8.18
25.03.01 19.58.27,11.65
25.03.01 19.58.28,11.84
25.03.01 19.58.29,11.31
01/03/25 19:58:30,11.49
25.03.01 19.58.31,9.46
25.03.01 19.58.32,8.14
25.03.01 19.58.33,8.26
25.03.01 19.58.34,6.73
25.03.01 19.58.36,9.83
25.03.01 19.58.37,9.12
25.03.01 19.58.38,4.09
25.03.01 19.58.39,7.51
25.03.01 19.58.40,12.24
25.03.01 19.58.41,8.67
25.03.01 19.58.42,10.72
25.03.01 19.58.43,7.22
25.03.01 19.58.44,12.88
25.03.01 19.58.45,9.71
25.03.01 19.58.46,10.58
25.03.01 19.58.47,14.65
25.03.01 19.58.48,13.03
25.03.01 19.58.49,9.39
25.03.01 19.58.50,8.81
25.03.01 19.58.51,9.35
25.03.01 19.58.52,11.02
25.03.01 19.58.53,9.79
25.03.01 19.58.54,9.21
25.03.01 19.58.55,12.93
25.03.01 19.58.56,9.77
25.03.01 19.58.57,14.60
25.03.01 19.58.58,10.18
25.03.01 19.58.59,13.57
25.03.01 19.59.00,10.71
25.03.01 19.59.01,11.93
25.03.01 19.59.02,8.55
25.03.01 19.59.03,8.29
25.03.01 19.59.04,10.92
25.03.01 19.59.05,11.98
25.03.01 19.59.06,10.08
25.03.01 19.59.07,7.43
25.03.01 19.59.08,7.28
25.03.01 19.59.09,7.15
25.03.01 19.59.10,6.46
25.03.01 19.59.11,10.22
25.03.01 19.59.12,12.25
25.03.01 19.59.13,9.97
25.03.01 19.59.14,5.48
25.03.01 19.59.15,9.62
25.03.01 19.59.16,9.67
25.03.01 19.59.17,14.19
25.03.01 19.59.18,7.09
25.03.01 19.59.19,9.22
25.03.01 19.59.20,13.41
25.03.01 19.59.21,10.90
25.03.01 19.59.22,11.13
25.03.01 19.59.23,10.23
25.03.01 19.59.24,10.66
25.03.01 19.59.25,11.56
25.03.01 19.59.26,8.38
25.03.01 19.59.27,11.76
25.03.01 19.59.28,7.25
25.03.01 19.59.29,10.66
2025-03-01 19:59:30,10.36
25.03.01 19.59.31,8.77
25.03.01 19.59.32,9.95
25.03.01 19.59.33,8.75
25.03.01 19.59.34,7.86
25.03.01 19.59.35,9.29
25.03.01 19.59.36,7.79
25.03.01 19.59.37,10.65
25.03.01 19.59.38,7.70
25.03.01 19.59.39,11.42
25.03.01 19.59.40,7.64
25.03.01 19.59.41,8.87
25.03.01 19.59.42,8.75
25.03.01 19.59.43,12.65
25.03.01 19.59.44,10.66
25.03.01 19.59.45,9.58
25.03.01 19.59.46,11.00
25.03.01 19.59.47,5.79
25.03.01 19.59.48,9.91
25.03.01 19.59.49,14.00
25.03.01 19.59.50,
25.03.01 19.59.51,10.14
25.03.01 19.59.52,11.10
25.03.01 19.59.53,11.79
25.03.01 19.59.54,6.01
25.03.01 19.59.55,6.64
25.03.01 19.59.56,10.42
25.03.01 19.59.57,8.57
25.03.01 19.59.58,12.62
25.03.01 19.59.59,9.37
25.03.01 20.00.00,6.13
25.03.01 20.00.01,7.46
25.03.01 20.00.02,4.50
25.03.01 20.00.03,9.53
25.03.01 20.00.04,9.62
25.03.01 20.00.05,9.15
25.03.01 20.00.06,12.16
25.03.01 20.00.07,12.40
25.03.01 20.00.08,9.66
25.03.01 20.00.09,5.73
25.03.01 20.00.10,11.23
25.03.01 20.00.11,11.11
25.03.01 20.00.12,10.62
25.03.01 20.00.13,11.96
25.03.01 20.00.14,7.67
25.03.01 20.00.15,14.02
25.03.01 20.00.16,8.08
25.03.01 20.00.17,11.50
25.03.01 20.00.18,6.63
25.03.01 20.00.19,8.14
25.03.01 20.00.20,13.03
25.03.01 20.00.21,9.48
25.03.01 20.00.22,11.68
25.03.01 20.00.23,10.47
25.03.01 20.00.24,9.79
25.03.01 20.00.25,12.73
25.03.01 20.00.26,9.53
25.03.01 20.00.27,6.44
25.03.01 20.00.28,8.39
25.03.01 20.00.29,11.10
25.03.01 20.00.30,10.79
25.03.01 20.00.31,6.87
25.03.01 20.00.32,8.55
25.03.01 20.00.33,8.84
25.03.01 20.00.34,9.27
25.03.01 20.00.35,7.25
25.03.01 20.00.36,8.74
25.03.01 20.00.37,8.54
25.03.01 20.00.38,11.54
25.03.01 20.00.39,11.62
25.03.01 20.00.40,9.71
25.03.01 20.00.41,9.22
25.03.01 20.00.42,10.28
25.03.01 20.00.43,8.37
25.03.01 20.00.44,7.71
25.03.01 20.00.45,8.12
25.03.01 20.00.46,8.73
25.03.01 20.00.47,7.67
25.03.01 20.00.48,10.32
25.03.01 20.00.49,11.46
25.03.01 20.00.50,6.83
25.03.01 20.00.51,10.05
25.03.01 20.00.52,9.56
25.03.01 20.00.53,10.68
25.03.01 20.00.54,9.97
25.03.01 20.00.55,7.09
25.03.01 20.00.56,7.48
25.03.01 20.00.57,10.06
25.03.01 20.00.58,12.06
25.03.01 20.00.59,5.57
25.03.01 20.01.00,10.69
25.03.01 20.01.01,12.38
25.03.01 20.01.02,9.69
25.03.01 20.01.03,11.10
25.03.01 20.01.04,8.59
25.03.01 20.01.05,9.76
25.03.01 20.01.06,6.76
25.03.01 20.01.07,5.31
25.03.01 20.01.08,11.89
25.03.01 20.01.09,8.03
25.03.01 20.01.10,9.09
25.03.01 20.01.11,7.23
25.03.01 20.01.12,7.18
25.03.01 20.01.13,9.65
25.03.01 20.01.14,8.54
25.03.01 20.01.15,10.76
25.03.01 20.01.16,10.91
25.03.01 20.01.17,10.64
25.03.01 20.01.18,10.48
25.03.01 20.01.19,13.16
25.03.01 20.01.20,7.86
25.03.01 20.01.21,9.89
25.03.01 20.01.22,12.27
25.03.01 20.01.23,12.53
25.03.01 20.01.24,7.16
25.03.01 20.01.25,9.38
25.03.01 20.01.26,12.72
25.03.01 20.01.27,11.02
25.03.01 20.01.28,10.39
25.03.01 20.01.29,9.56
25.03.01 20.01.30,9.23
25.03.01 20.01.31,10.58
25.03.01 20.01.32,9.50
25.03.01 20.01.33,9.91
25.03.01 20.01.34,10.16
25.03.01 20.01.35,8.64
25.03.01 20.01.36,11.06
25.03.01 20.01.37,15.83
25.03.01 20.01.38,6.45
25.03.01 20.01.39,10.65
25.03.01 20.01.40,8.48
25.03.01 20.01.41,11.15
25.03.01 20.01.42,10.09
25.03.01 20.01.43,11.52
25.03.01 20.01.44,12.35
25.03.01 20.01.45,10.38
25.03.01 20.01.46,12.26
25.03.01 20.01.47,5.31
25.03.01 20.01.48,13.18
25.03.01 20.01.49,10.75
25.03.01 20.01.50,12.16
25.03.01 20.01.51,7.56
25.03.01 20.01.52,8.34
25.03.01 20.01.53,10.29
25.03.01 20.01.54,9.97
25.03.01 20.01.55,10.57
25.03.01 20.01.56,12.17
25.03.01 20.01.57,6.47
25.03.01 20.01.58,11.95
25.03.01 20.01.59,10.02
25.03.01 20.02.00,9.59
25.03.01 20.02.01,7.06
2025-03-01 20:02:02,11.01
25.03.01 20.02.03,5.17
25.03.01 20.02.04,11.30
25.03.01 20.02.05,7.02
25.03.01 20.02.06,10.11
25.03.01 20.02.07,9.76
25.03.01 20.02.09,9.64
25.03.01 20.02.10,8.61
25.03.01 20.02.11,8.99
25.03.01 20.02.12,12.55
25.03.01 20.02.13,11.07
25.03.01 20.02.14,9.23
25.03.01 20.02.15,9.53
2025-03-01 20:02:16,6.87
25.03.01 20.02.17,10.78
25.03.01 20.02.18,6.48
25.03.01 20.02.19,11.50
25.03.01 20.02.20,10.26
25.03.01 20.02.21,14.77
25.03.01 20.02.22,7.80
25.03.01 20.02.23,9.79
25.03.01 20.02.24,13.60
25.03.01 20.02.25,12.38
25.03.01 20.02.26,8.61
25.03.01 20.02.27,10.45
25.03.01 20.02.28,10.00
25.03.01 20.02.29,10.56
25.03.01 20.02.30,8.60
25.03.01 20.02.31,9.82
25.03.01 20.02.32,6.80
25.03.01 20.02.33,10.27
25.03.01 20.02.34,10.90
25.03.01 20.02.35,9.55
25.03.01 20.02.36,6.77
25.03.01 20.02.37,11.98
25.03.01 20.02.38,10.73
25.03.01 20.02.39,8.55
25.03.01 20.02.40,9.44
25.03.01 20.02.41,7.00
25.03.01 20.02.42,7.95
25.03.01 20.02.43,8.92
25.03.01 20.02.44,12.46
25.03.01 20.02.45,8.72
25.03.01 20.02.46,"11,28"
25.03.01 20.02.47,8.92
25.03.01 20.02.48,10.50
25.03.01 20.02.49,9.72
25.03.01 20.02.50,"11,75"
25.03.01 20.02.51,8.93
25.03.01 20.02.52,6.85
25.03.01 20.02.53,7.24
25.03.01 20.02.54,8.94
2025-03-01 20:02:55,7.50
25.03.01 20.02.56,10.82
25.03.01 20.02.57,9.07
25.03.01 20.02.58,14.75
25.03.01 20.02.59,6.52
25.03.01 20.03.00,10.41
25.03.01 20.03.01,7.74
25.03.01 20.03.02,9.01
25.03.01 20.03.03,10.28
25.03.01 20.03.04,5.35
25.03.01 20.03.05,10.47
25.03.01 20.03.06,13.81
25.03.01 20.03.07,9.09
25.03.01 20.03.08,10.52
25.03.01 20.03.09,12.05
25.03.01 20.03.10,9.67
25.03.01 20.03.11,8.84
25.03.01 20.03.12,5.45
25.03.01 20.03.13,11.28
25.03.01 20.03.14,9.77
25.03.01 20.03.15,7.97
25.03.01 20.03.16,10.25
25.03.01 20.03.17,8.83
25.03.01 20.03.18,8.94
25.03.01 20.03.19,11.21
25.03.01 20.03.20,7.32
25.03.01 20.03.21,12.09
25.03.01 20.03.22,7.20
25.03.01 20.03.23,8.67
25.03.01 20.03.24,13.85
25.03.01 20.03.25,12.25
25.03.01 20.03.26,10.20
25.03.01 20.03.27,8.12
25.03.01 20.03.28,8.94
25.03.01 20.03.29,10.15
25.03.01 20.03.30,10.08
25.03.01 20.03.31,9.82
25.03.01 20.03.32,9.94
25.03.01 20.03.33,9.57
25.03.01 20.03.34,7.12
25.03.01 20.03.35,8.97
25.03.01 20.03.36,11.83
25.03.01 20.03.37,7.26
25.03.01 20.03.38,9.62
25.03.01 20.03.39,8.36
25.03.01 20.03.40,10.22
25.03.01 20.03.42,12.95
01/03/25 20:03:43,11.01
25.03.01 20.03.44,7.38
25.03.01 20.03.45,11.34
25.03.01 20.03.46,8.45
25.03.01 20.03.47,8.85
25.03.01 20.03.48,10.63
25.03.01 20.03.49,9.02
01/03/25 20:03:50,11.79
25.03.01 20.03.51,8.45
25.03.01 20.03.52,8.76
25.03.01 20.03.53,8.69
25.03.01 20.03.54,8.87
25.03.01 20.03.55,12.20
25.03.01 20.03.56,11.26
25.03.01 20.03.57,13.42
25.03.01 20.03.58,14.54
25.03.01 20.03.59,7.94
25.03.01 20.04.00,10.14
25.03.01 20.04.01,7.65
25.03.01 20.04.02,8.44
